ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,conidium
1043,117,42.042,16.043,9.286,0.832,16.492,10.0,1.728,0.579,0.907,1
1044,107,39.698,16.479,8.267,0.853,17.0,9.153,1.993,0.502,0.915,1
1045,104,38.042,14.64,9.045,0.903,15.264,9.707,1.618,0.618,0.92,1
1046,115,42.042,16.737,8.749,0.818,17.0,9.341,1.913,0.523,0.906,1
1047,111,41.213,15.622,9.047,0.821,16.553,9.459,1.727,0.579,0.902,1
1048,104,39.213,15.509,8.538,0.85,15.811,9.0,1.817,0.55,0.916,1
1049,282,63.012,19.102,18.797,0.893,20.616,19.0,1.016,0.984,0.929,0
1050,114,42.284,16.191,8.965,0.801,16.553,10.066,1.806,0.554,0.864,1
1051,124,43.113,16.837,9.377,0.838,17.464,10.4,1.796,0.557,0.905,1
1052,100,37.456,14.445,8.814,0.896,15.264,9.707,1.639,0.61,0.901,1
1053,95,36.042,13.401,9.026,0.919,14.318,9.899,1.485,0.674,0.922,1
1054,169,53.598,21.453,10.03,0.739,21.471,11.606,2.139,0.468,0.858,0
1055,112,40.87,16.65,8.565,0.843,17.205,9.192,1.944,0.514,0.918,1
1056,96,37.213,14.507,8.426,0.871,15.232,9.0,1.722,0.581,0.923,1
1057,102,37.799,14.591,8.901,0.897,14.866,9.0,1.639,0.61,0.936,1
1058,133,47.113,17.666,9.586,0.753,19.235,10.733,1.843,0.543,0.878,1
1059,171,55.355,20.751,10.492,0.701,21.378,12.016,1.978,0.506,0.857,1
1061,104,40.042,15.504,8.541,0.815,16.125,9.391,1.815,0.551,0.897,1
1062,98,38.042,14.995,8.321,0.851,15.297,9.0,1.802,0.555,0.895,1
1063,205,60.184,18.863,13.837,0.711,20.616,16.0,1.363,0.734,0.854,0
1064,113,42.527,16.964,8.481,0.785,17.205,9.192,2.0,0.5,0.89,1
1065,92,37.456,15.016,7.801,0.824,15.811,8.485,1.925,0.519,0.902,1
1066,119,44.042,16.121,9.399,0.771,18.028,10.896,1.715,0.583,0.878,1
1067,113,41.941,16.68,8.626,0.807,17.205,9.192,1.934,0.517,0.879,1
1068,113,41.799,16.893,8.517,0.813,17.263,8.0,1.984,0.504,0.938,1
1069,102,39.698,15.716,8.263,0.813,16.553,9.153,1.902,0.526,0.895,1
1070,110,40.042,16.052,8.725,0.862,16.553,9.391,1.84,0.544,0.921,1
1071,133,44.042,17.374,9.747,0.862,17.464,10.0,1.783,0.561,0.92,1
1072,94,38.042,15.54,7.702,0.816,16.125,8.875,2.018,0.496,0.908,1
1073,107,40.527,15.549,8.762,0.819,15.811,9.545,1.775,0.564,0.856,1
1074,101,37.799,14.479,8.882,0.888,15.264,9.803,1.63,0.613,0.931,1
1075,82,33.799,13.047,8.002,0.902,13.601,8.0,1.63,0.613,0.921,1
1076,98,38.042,15.05,8.291,0.851,15.811,9.192,1.815,0.551,0.907,1
1077,109,39.456,15.869,8.745,0.88,16.401,9.192,1.815,0.551,0.928,1
1078,120,42.77,16.461,9.282,0.824,16.643,9.8,1.773,0.564,0.886,1
1079,70,32.042,12.459,7.154,0.857,12.806,7.778,1.742,0.574,0.886,1
1080,103,38.87,15.276,8.585,0.857,15.652,9.391,1.78,0.562,0.907,1
1081,110,41.456,16.607,8.433,0.804,17.0,8.944,1.969,0.508,0.905,1
1082,100,39.213,15.205,8.374,0.817,15.811,9.0,1.816,0.551,0.909,1
1083,114,41.456,16.945,8.566,0.834,17.464,9.0,1.978,0.506,0.919,1
1084,87,35.456,13.621,8.133,0.87,14.213,8.944,1.675,0.597,0.888,1
1085,67,29.799,11.614,7.345,0.948,12.207,7.778,1.581,0.632,0.924,1
1086,202,65.698,29.09,8.841,0.588,28.443,9.878,3.29,0.304,0.861,0
1087,115,39.799,15.728,9.31,0.912,15.811,9.0,1.689,0.592,0.943,1
1088,53,25.556,9.251,7.294,1.0,9.849,7.0,1.268,0.788,0.938,1
1089,94,36.87,15.065,7.944,0.869,15.811,8.485,1.896,0.527,0.908,1
