,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,class
232,249,115.296,36.877,8.597,0.235,46.573,13.601,4.289,0.233,0.496,1
5305,107,38.627,14.715,9.258,0.901,15.232,9.7,1.589,0.629,0.911,0
5780,120,39.698,14.179,10.775,0.957,14.866,11.314,1.316,0.76,0.92,0
2433,201,91.012,33.638,7.608,0.305,35.468,11.177,4.421,0.226,0.572,1
1442,112,38.87,13.667,10.434,0.932,14.422,10.607,1.31,0.763,0.918,0
963,162,72.669,28.103,7.34,0.386,31.401,10.406,3.829,0.261,0.676,1
125,123,41.113,15.392,10.174,0.914,16.553,10.607,1.513,0.661,0.918,0
3467,154,66.426,21.763,9.01,0.439,25.495,12.0,2.415,0.414,0.733,1
6544,175,79.497,30.57,7.289,0.348,33.615,11.006,4.194,0.238,0.625,1
3939,145,68.77,26.486,6.971,0.385,29.411,10.373,3.8,0.263,0.646,1
7567,111,39.698,14.985,9.432,0.885,15.62,9.899,1.589,0.629,0.902,0
6274,218,94.326,33.582,8.265,0.308,39.459,11.0,4.063,0.246,0.615,1
7425,159,74.912,29.376,6.891,0.356,30.871,9.81,4.263,0.235,0.603,1
281,252,116.61,37.666,8.519,0.233,46.615,13.4,4.422,0.226,0.476,1
10505,95,36.042,13.635,8.871,0.919,14.318,9.0,1.537,0.651,0.913,0
4793,181,71.841,27.21,8.469,0.441,29.411,11.117,3.213,0.311,0.723,1
7223,181,88.326,30.478,7.561,0.292,36.139,11.927,4.031,0.248,0.608,1
1714,126,42.042,15.097,10.626,0.896,16.125,11.628,1.421,0.704,0.916,0
4785,119,44.042,15.937,9.507,0.771,17.088,10.0,1.676,0.597,0.891,0
8693,171,57.456,25.14,8.661,0.651,24.515,9.276,2.903,0.344,0.888,-1
6760,258,112.853,48.15,6.822,0.255,49.649,10.539,7.058,0.142,0.603,1
6806,210,97.882,39.194,6.822,0.275,42.521,10.087,5.745,0.174,0.603,1
7414,93,36.042,12.742,9.293,0.9,13.601,10.0,1.371,0.729,0.903,0
769,114,42.042,16.393,8.855,0.811,17.0,9.701,1.851,0.54,0.898,0
7322,115,40.627,16.282,8.993,0.876,16.492,9.0,1.811,0.552,0.924,0
10126,90,39.456,13.528,8.47,0.726,15.232,9.391,1.597,0.626,0.837,0
4655,165,69.497,27.754,7.57,0.429,30.232,10.733,3.666,0.273,0.721,1
5510,100,36.627,12.275,10.373,0.937,13.0,11.0,1.183,0.845,0.913,0
9639,171,72.083,24.759,8.794,0.414,28.231,11.633,2.816,0.355,0.681,1
1358,104,38.042,13.51,9.802,0.903,14.422,10.607,1.378,0.726,0.908,0
3152,128,43.456,16.787,9.709,0.852,17.493,10.539,1.729,0.578,0.905,0
8531,252,71.154,30.913,10.379,0.625,30.61,11.314,2.978,0.336,0.89,-1
64,125,41.456,15.253,10.434,0.914,16.279,11.2,1.462,0.684,0.923,0
9302,169,61.012,18.073,11.906,0.571,19.416,14.7,1.518,0.659,0.746,1
9631,238,114.711,36.347,8.337,0.227,44.204,12.65,4.36,0.229,0.555,1
3267,191,76.912,26.241,9.268,0.406,29.428,12.303,2.831,0.353,0.629,1
3675,239,114.083,40.668,7.483,0.231,49.649,13.175,5.435,0.184,0.561,1
1730,140,44.87,16.251,10.969,0.874,16.763,11.597,1.482,0.675,0.915,0
3357,152,82.569,30.354,6.376,0.28,35.0,10.186,4.761,0.21,0.544,1
6634,112,42.042,14.722,9.687,0.796,16.401,10.733,1.52,0.658,0.9,0
9584,226,114.61,30.05,9.576,0.216,45.651,15.413,3.138,0.319,0.445,1
191,114,40.627,16.11,9.01,0.868,16.492,9.0,1.788,0.559,0.934,0
8033,105,40.042,16.011,8.35,0.823,16.763,9.0,1.917,0.522,0.909,0
4071,473,117.539,46.61,12.921,0.43,47.011,18.117,3.607,0.277,0.683,-1
3378,236,110.569,40.996,7.33,0.243,47.074,12.189,5.593,0.179,0.589,1
9228,124,41.698,15.745,10.028,0.896,16.125,10.607,1.57,0.637,0.919,0
7535,112,38.87,13.602,10.484,0.932,14.318,11.18,1.297,0.771,0.911,0
9792,123,40.87,14.837,10.555,0.925,15.524,11.0,1.406,0.711,0.914,0
7881,90,35.456,13.081,8.76,0.9,13.928,9.459,1.493,0.67,0.891,0
5319,111,38.284,13.48,10.484,0.952,13.928,10.607,1.286,0.778,0.921,0
5076,175,70.184,25.377,8.78,0.446,28.16,11.672,2.89,0.346,0.692,1
8611,117,39.799,14.311,10.409,0.928,15.264,11.0,1.375,0.727,0.94,0
3998,184,71.255,24.634,9.51,0.455,26.401,12.091,2.59,0.386,0.709,1
2174,87,34.627,12.838,8.629,0.912,13.416,9.391,1.488,0.672,0.911,0
9095,106,38.627,13.933,9.687,0.893,15.0,10.539,1.438,0.695,0.918,0
9050,133,46.527,16.124,10.502,0.772,17.804,11.49,1.535,0.651,0.869,0
9453,106,37.213,13.51,9.99,0.962,14.318,10.0,1.352,0.739,0.942,0
31,173,73.012,28.784,7.652,0.408,29.833,10.404,3.761,0.266,0.684,1
3864,211,92.326,33.996,7.902,0.311,36.674,10.879,4.302,0.232,0.615,1
9436,102,39.213,15.425,8.419,0.834,15.524,8.91,1.832,0.546,0.903,0
7994,80,33.456,13.11,7.769,0.898,13.416,8.356,1.687,0.593,0.889,0
10043,165,87.74,23.773,8.837,0.269,32.311,14.089,2.69,0.372,0.503,1
5589,156,68.77,25.276,7.858,0.415,27.203,11.236,3.217,0.311,0.657,1
7340,155,63.598,26.144,7.549,0.482,27.785,10.733,3.463,0.289,0.74,1
3878,185,85.397,32.823,7.176,0.319,36.878,10.607,4.574,0.219,0.604,1
3858,259,108.711,37.373,8.824,0.275,44.204,13.76,4.235,0.236,0.577,1
7894,92,35.213,13.078,8.957,0.932,13.601,9.0,1.46,0.685,0.925,0
5924,216,86.811,35.053,7.846,0.36,38.079,11.094,4.468,0.224,0.702,1
6112,165,71.598,27.653,7.597,0.404,30.364,10.813,3.64,0.275,0.704,1
2905,83,33.213,12.224,8.645,0.946,13.038,9.192,1.414,0.707,0.922,0
1591,255,78.669,26.296,12.347,0.518,30.0,15.875,2.13,0.47,0.754,1
2376,231,98.811,33.648,8.741,0.297,38.419,13.959,3.849,0.26,0.535,1
5659,188,83.497,29.402,8.141,0.339,33.302,11.962,3.611,0.277,0.594,1
3721,212,92.083,35.778,7.545,0.314,38.833,11.0,4.742,0.211,0.644,1
1763,116,40.284,14.621,10.102,0.898,15.264,10.607,1.447,0.691,0.91,0
9863,312,115.882,22.528,17.634,0.292,32.388,23.4,1.278,0.783,0.597,1
10468,82,32.971,12.465,8.376,0.948,12.649,8.0,1.488,0.672,0.943,0
1463,125,42.042,16.292,9.769,0.889,16.763,10.0,1.668,0.6,0.936,0
4589,203,75.74,31.386,8.235,0.445,33.287,11.18,3.811,0.262,0.775,1
4286,177,67.841,26.206,8.6,0.483,28.425,11.184,3.047,0.328,0.733,1
3993,215,81.154,31.295,8.747,0.41,33.838,12.562,3.578,0.28,0.696,1
2387,216,86.912,33.648,8.173,0.359,36.688,13.117,4.117,0.243,0.641,1
18,163,60.184,22.95,9.043,0.566,23.601,11.628,2.538,0.394,0.758,1
9820,188,78.569,25.743,9.298,0.383,31.016,12.663,2.769,0.361,0.613,1
1199,114,40.87,15.504,9.362,0.858,16.553,10.0,1.656,0.604,0.916,0
3337,98,37.799,12.612,9.894,0.862,13.928,10.0,1.275,0.784,0.895,0
4611,203,84.811,20.888,12.374,0.355,28.425,16.978,1.688,0.592,0.603,1
2670,199,84.569,36.32,6.976,0.35,36.715,10.733,5.206,0.192,0.654,1
5430,206,79.74,28.986,9.049,0.407,30.887,13.0,3.203,0.312,0.636,1
4005,171,71.941,28.244,7.709,0.415,30.806,10.287,3.664,0.273,0.715,1
4227,208,67.012,22.993,11.518,0.582,26.401,13.267,1.996,0.501,0.795,1
6603,162,76.669,25.94,7.952,0.346,30.887,11.448,3.262,0.307,0.582,1
3116,199,89.154,33.114,7.652,0.315,35.735,11.068,4.328,0.231,0.654,1
3492,181,74.669,30.041,7.671,0.408,30.463,10.141,3.916,0.255,0.71,1
2812,208,88.912,35.483,7.464,0.331,39.0,10.374,4.754,0.21,0.638,1
10046,122,41.698,15.679,9.907,0.882,16.492,10.733,1.583,0.632,0.907,0
6503,152,74.083,27.492,7.04,0.348,30.61,10.582,3.905,0.256,0.636,1
6820,218,91.74,29.597,9.378,0.325,36.056,14.414,3.156,0.317,0.644,1
177,185,80.184,31.438,7.493,0.362,33.956,10.381,4.196,0.238,0.709,1
6585,152,67.012,23.673,8.175,0.425,28.231,11.228,2.896,0.345,0.699,1
6986,380,160.995,33.243,14.554,0.184,46.519,25.767,2.284,0.438,0.507,-1
2667,164,79.74,26.507,7.878,0.324,30.529,11.726,3.365,0.297,0.574,1
3573,226,110.326,35.213,8.172,0.233,45.188,13.528,4.309,0.232,0.507,1
10042,71,44.87,15.504,5.831,0.443,18.439,8.558,2.659,0.376,0.645,-1
120,165,57.113,19.245,10.916,0.636,22.023,13.305,1.763,0.567,0.803,1
8330,101,38.042,15.097,8.518,0.877,15.652,9.391,1.772,0.564,0.922,0
132,222,85.983,34.239,8.255,0.377,35.341,11.57,4.147,0.241,0.644,1
4697,177,74.77,28.788,7.828,0.398,30.15,10.0,3.677,0.272,0.679,1
8896,250,91.941,24.279,13.11,0.372,33.302,18.439,1.852,0.54,0.613,1
9379,269,121.296,35.654,9.606,0.23,42.953,16.0,3.712,0.269,0.477,1
9022,117,61.598,17.235,8.644,0.387,21.954,13.621,1.994,0.502,0.56,-1
3167,116,40.284,15.001,9.846,0.898,15.62,10.607,1.524,0.656,0.903,0
3964,183,88.468,35.454,6.572,0.294,37.643,9.938,5.395,0.185,0.601,1
5163,164,68.184,26.058,8.013,0.443,27.893,10.322,3.252,0.308,0.718,1
5873,209,77.397,31.037,8.574,0.438,31.623,11.314,3.62,0.276,0.752,1
7494,135,43.213,16.186,10.619,0.908,16.763,10.0,1.524,0.656,0.951,0
630,108,38.627,14.981,9.179,0.91,15.524,9.0,1.632,0.613,0.939,0
8973,118,40.042,15.043,9.988,0.925,15.652,10.733,1.506,0.664,0.933,0
2768,237,104.569,32.475,9.292,0.272,36.139,15.963,3.495,0.286,0.515,1
3451,229,99.983,39.4,7.4,0.288,44.011,11.584,5.324,0.188,0.643,1
10039,145,49.941,16.956,10.888,0.731,18.439,12.0,1.557,0.642,0.868,0
3523,170,78.669,29.63,7.305,0.345,34.0,11.399,4.056,0.247,0.624,1
8544,150,50.77,21.481,8.891,0.731,21.401,9.707,2.416,0.414,0.901,0
7010,199,72.527,29.393,8.62,0.475,29.12,11.25,3.41,0.293,0.76,1
3914,260,105.397,33.902,9.765,0.294,40.719,14.758,3.472,0.288,0.536,1
3413,156,76.527,30.387,6.536,0.335,33.242,9.0,4.649,0.215,0.698,1
8491,175,56.77,23.347,9.544,0.682,24.207,10.804,2.446,0.409,0.879,0
8636,119,40.042,14.514,10.439,0.933,15.264,11.18,1.39,0.719,0.93,0
8576,321,80.326,34.439,11.868,0.625,34.0,13.127,2.902,0.345,0.883,-1
1117,104,38.971,15.717,8.425,0.861,15.811,8.0,1.866,0.536,0.95,0
8583,112,38.042,14.272,9.992,0.973,14.866,10.0,1.428,0.7,0.937,0
7207,245,114.368,39.665,7.865,0.235,49.244,12.881,5.044,0.198,0.508,1
3515,205,74.912,25.085,10.405,0.459,27.459,14.0,2.411,0.415,0.741,1
7040,192,86.569,27.75,8.81,0.322,33.121,13.275,3.15,0.317,0.565,1
9770,111,40.284,15.578,9.072,0.86,16.125,9.899,1.717,0.582,0.899,0
3631,365,156.752,33.408,13.911,0.187,61.327,21.931,2.402,0.416,0.439,-1
756,218,76.77,30.899,8.983,0.465,32.985,10.354,3.44,0.291,0.813,-1
9251,129,42.87,15.985,10.275,0.882,16.553,10.733,1.556,0.643,0.921,0
5526,180,72.912,27.415,8.36,0.425,30.0,11.314,3.279,0.305,0.674,1
1918,244,111.74,43.513,7.14,0.246,49.031,10.173,6.094,0.164,0.592,1
4548,182,64.77,25.564,9.065,0.545,26.926,11.0,2.82,0.355,0.816,1
4359,356,128.711,44.743,10.131,0.27,50.596,15.101,4.417,0.226,0.612,-1
2738,102,37.456,13.964,9.301,0.914,14.422,9.899,1.501,0.666,0.915,0
3985,273,80.326,27.824,12.493,0.532,30.265,16.0,2.227,0.449,0.765,1
5035,139,43.113,14.035,12.61,0.94,15.297,13.0,1.113,0.898,0.911,0
2605,240,91.983,30.099,10.152,0.356,33.956,15.032,2.965,0.337,0.56,1
5562,154,66.77,25.906,7.569,0.434,27.203,10.429,3.423,0.292,0.744,1
6460,209,94.083,35.567,7.482,0.297,37.656,11.298,4.754,0.21,0.556,1
1571,125,41.556,16.175,9.839,0.91,16.155,9.0,1.644,0.608,0.973,0
8882,216,83.983,23.845,11.533,0.385,27.893,16.451,2.067,0.484,0.599,1
9950,223,97.882,25.978,10.93,0.292,32.558,16.959,2.377,0.421,0.533,1
6256,233,99.154,34.374,8.63,0.298,39.408,13.775,3.983,0.251,0.573,1
160,131,53.355,18.642,8.947,0.578,20.809,10.695,2.084,0.48,0.806,1
4175,207,102.569,35.354,7.455,0.247,43.012,12.667,4.742,0.211,0.567,1
7761,111,39.213,13.751,10.278,0.907,14.318,10.956,1.338,0.747,0.917,0
2764,55,28.728,11.449,6.116,0.837,12.083,6.0,1.872,0.534,0.932,-1
275,122,47.113,16.182,9.6,0.691,17.088,11.0,1.686,0.593,0.85,1
9690,95,36.385,14.364,8.421,0.902,14.56,8.0,1.706,0.586,0.945,0
5581,146,67.255,25.76,7.216,0.406,28.636,10.733,3.57,0.28,0.679,1
9616,130,41.698,14.939,11.08,0.94,15.811,11.628,1.348,0.742,0.915,0
10527,112,50.77,19.002,7.505,0.546,21.954,9.261,2.532,0.395,0.775,1
8437,95,37.799,14.465,8.362,0.836,14.866,8.974,1.73,0.578,0.9,0
7120,214,90.468,27.406,9.942,0.329,33.242,14.875,2.757,0.363,0.595,1
7847,116,51.113,17.908,8.248,0.558,20.881,9.579,2.171,0.461,0.786,0
2836,230,103.782,44.199,6.626,0.268,45.804,10.14,6.671,0.15,0.599,1
8014,112,41.213,16.514,8.635,0.829,16.763,9.0,1.912,0.523,0.918,0
2451,334,123.154,24.893,17.084,0.277,37.363,23.0,1.457,0.686,0.6,-1
930,110,40.627,16.22,8.635,0.837,16.553,9.171,1.878,0.532,0.921,0
2327,61,29.213,9.358,8.3,0.898,10.44,9.0,1.128,0.887,0.884,0
8248,94,36.87,14.773,8.102,0.869,15.0,8.485,1.823,0.548,0.908,0
9227,192,79.255,30.67,7.971,0.384,33.242,11.326,3.848,0.26,0.697,1
2117,90,35.456,12.853,8.915,0.9,13.928,9.803,1.442,0.694,0.896,0
9911,92,35.213,12.51,9.364,0.932,13.038,9.944,1.336,0.749,0.915,0
1080,110,41.456,16.607,8.433,0.804,17.0,8.944,1.969,0.508,0.905,0
6437,234,96.811,34.356,8.672,0.314,38.484,13.172,3.962,0.252,0.587,1
2314,107,38.627,15.017,9.072,0.901,15.811,9.899,1.655,0.604,0.93,0
5991,195,81.841,32.368,7.671,0.366,34.54,11.864,4.22,0.237,0.669,1
7058,178,66.326,27.821,8.146,0.508,28.425,10.607,3.415,0.293,0.772,1
5266,115,39.698,15.217,9.622,0.917,15.62,9.899,1.581,0.632,0.916,0
2002,92,35.213,12.762,9.178,0.932,13.416,9.803,1.39,0.719,0.925,0
5139,195,85.255,29.224,8.496,0.337,34.0,12.999,3.44,0.291,0.586,1
6128,202,96.225,35.468,7.252,0.274,40.719,10.538,4.891,0.204,0.623,1
5782,119,40.627,14.88,10.183,0.906,15.811,11.0,1.461,0.684,0.922,0
3408,169,81.497,27.993,7.687,0.32,31.953,11.375,3.642,0.275,0.569,1
9827,68,29.556,9.535,9.08,0.978,10.817,9.0,1.05,0.952,0.944,0
8404,140,48.527,20.053,8.889,0.747,20.125,9.391,2.256,0.443,0.897,0
2272,96,35.213,12.454,9.815,0.973,13.038,10.0,1.269,0.788,0.937,0
7474,171,77.497,24.663,8.828,0.358,27.459,12.0,2.794,0.358,0.663,1
3653,236,99.255,38.429,7.819,0.301,40.447,12.0,4.915,0.203,0.61,1
6625,180,66.083,24.701,9.278,0.518,26.249,12.021,2.662,0.376,0.744,1
5392,123,41.698,15.019,10.427,0.889,15.524,11.068,1.44,0.694,0.898,0
10146,389,167.095,44.614,11.102,0.175,66.098,21.108,4.019,0.249,0.397,-1
10028,176,55.355,21.508,10.419,0.722,22.804,11.8,2.064,0.484,0.871,-1
8701,146,48.184,20.293,9.16,0.79,20.248,9.899,2.215,0.451,0.898,0
4665,219,92.326,36.006,7.744,0.323,38.013,11.442,4.649,0.215,0.615,1
10287,114,52.77,19.405,7.48,0.514,21.84,10.049,2.594,0.385,0.699,1
8386,99,36.385,13.492,9.342,0.94,13.928,9.0,1.444,0.692,0.943,0
2102,82,33.213,12.18,8.572,0.934,13.038,9.192,1.421,0.704,0.921,0
8222,92,36.042,13.221,8.86,0.89,13.892,9.43,1.492,0.67,0.898,0
9350,245,97.255,37.895,8.232,0.326,40.025,11.506,4.603,0.217,0.601,1
3026,219,65.012,24.462,11.399,0.651,26.907,13.341,2.146,0.466,0.85,-1
5916,222,81.983,29.921,9.447,0.415,33.106,14.199,3.167,0.316,0.641,1
9539,139,43.698,16.559,10.688,0.915,17.464,11.628,1.549,0.645,0.93,0
5382,165,63.255,23.864,8.803,0.518,26.627,11.709,2.711,0.369,0.773,1
4983,154,61.113,22.877,8.571,0.518,24.331,10.0,2.669,0.375,0.794,1
6472,196,74.184,29.41,8.485,0.448,29.155,10.0,3.466,0.289,0.757,1
728,50,25.556,8.398,7.581,0.962,9.434,8.0,1.108,0.903,0.909,0
8667,116,40.627,14.675,10.064,0.883,15.264,10.733,1.458,0.686,0.913,0
5906,174,84.083,30.785,7.196,0.309,34.482,11.81,4.278,0.234,0.562,1
1620,216,75.497,22.11,12.439,0.476,27.514,15.88,1.778,0.563,0.698,1
9466,114,38.87,13.433,10.805,0.948,14.318,11.314,1.243,0.804,0.919,0
1139,357,101.841,45.743,9.937,0.433,43.29,11.613,4.603,0.217,0.816,-1
483,118,40.87,15.998,9.391,0.888,16.643,10.262,1.703,0.587,0.918,0
10545,267,84.184,37.594,9.043,0.473,36.401,11.055,4.157,0.241,0.809,-1
8587,218,59.698,23.164,11.983,0.769,24.042,13.0,1.933,0.517,0.916,0
3519,68,31.213,10.467,8.272,0.877,12.042,9.0,1.265,0.79,0.889,-1
1254,178,58.527,21.202,10.69,0.653,22.804,13.0,1.983,0.504,0.83,1
3409,74,32.042,11.345,8.305,0.906,12.083,9.0,1.366,0.732,0.886,0
4360,140,45.113,16.471,10.822,0.864,17.205,12.021,1.522,0.657,0.897,0
9730,83,33.456,10.86,9.731,0.932,11.705,9.899,1.116,0.896,0.892,0
9080,131,44.527,16.162,10.32,0.83,17.0,11.0,1.566,0.639,0.885,0
7402,116,44.627,16.997,8.689,0.732,18.439,9.0,1.956,0.511,0.889,0
1354,80,32.385,12.47,8.168,0.959,12.649,8.0,1.527,0.655,0.93,0
2884,196,85.054,35.642,7.002,0.34,37.537,9.899,5.09,0.196,0.672,1
7337,370,141.296,42.049,11.203,0.233,53.6,17.225,3.753,0.266,0.557,-1
5910,199,86.184,34.769,7.287,0.337,37.121,11.0,4.771,0.21,0.699,1
8005,86,33.799,12.563,8.716,0.946,13.0,9.0,1.441,0.694,0.925,0
3660,219,91.154,31.814,8.765,0.331,36.056,13.267,3.63,0.275,0.576,1
6629,148,64.184,22.341,8.435,0.451,25.807,11.254,2.649,0.378,0.708,1
7845,194,77.154,24.071,10.262,0.41,27.514,15.032,2.346,0.426,0.63,1
6971,289,83.598,34.186,10.764,0.52,35.355,12.0,3.176,0.315,0.826,-1
8831,118,40.042,14.349,10.471,0.925,14.866,11.0,1.37,0.73,0.925,0
1149,119,40.627,16.12,9.399,0.906,16.492,9.0,1.715,0.583,0.944,0
7438,132,45.456,16.838,9.981,0.803,17.72,10.752,1.687,0.593,0.907,0
9448,94,36.042,12.91,9.271,0.909,13.601,10.0,1.393,0.718,0.908,0
7500,64,34.042,10.711,7.608,0.694,12.207,8.875,1.408,0.71,0.821,-1
3748,197,75.74,32.342,7.756,0.432,33.287,10.2,4.17,0.24,0.742,1
540,121,42.284,15.901,9.689,0.85,16.492,10.436,1.641,0.609,0.903,0
265,113,38.87,14.69,9.794,0.94,15.264,10.607,1.5,0.667,0.919,0
7363,168,74.326,28.484,7.51,0.382,33.601,9.899,3.793,0.264,0.76,1
523,112,49.355,19.876,7.175,0.578,21.401,8.875,2.77,0.361,0.836,1
3724,242,90.225,32.247,9.555,0.374,36.235,13.821,3.375,0.296,0.669,1
8206,207,96.426,35.777,7.367,0.28,41.195,11.179,4.857,0.206,0.607,1
964,139,78.184,32.999,5.363,0.286,33.526,9.19,6.153,0.163,0.603,1
9380,258,66.527,21.518,15.266,0.733,24.187,16.296,1.41,0.709,0.87,-1
3263,207,77.255,27.087,9.73,0.436,29.206,13.435,2.784,0.359,0.67,1
7339,366,142.024,41.803,11.148,0.228,58.31,18.657,3.75,0.267,0.475,-1
3913,415,147.196,38.178,13.84,0.241,44.147,19.49,2.759,0.363,0.623,-1
282,163,58.527,22.706,9.14,0.598,24.352,10.402,2.484,0.403,0.849,1
8943,118,40.042,14.957,10.045,0.925,15.652,10.733,1.489,0.672,0.933,0
2991,247,128.853,34.615,9.085,0.187,48.104,15.71,3.81,0.262,0.461,1
1278,207,69.012,24.103,10.935,0.546,28.018,13.36,2.204,0.454,0.792,1
1673,262,67.598,20.208,16.508,0.721,22.847,18.94,1.224,0.817,0.851,-1
6111,444,101.983,32.854,17.207,0.536,37.216,21.82,1.909,0.524,0.776,-1
388,186,76.912,29.814,7.943,0.395,31.385,10.733,3.753,0.266,0.701,1
5466,128,55.698,19.469,8.371,0.518,22.561,10.0,2.326,0.43,0.79,1
7301,164,75.841,30.447,6.858,0.358,32.311,10.008,4.439,0.225,0.646,1
