ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,germination
1433,85,33.799,12.029,8.997,0.935,12.649,9.0,1.337,0.748,0.919,0
1434,116,40.87,15.654,9.435,0.873,16.125,10.118,1.659,0.603,0.91,0
1435,124,42.627,16.549,9.54,0.858,17.088,10.0,1.735,0.576,0.915,0
1437,126,42.042,16.188,9.91,0.896,16.492,10.0,1.633,0.612,0.93,0
1438,152,47.698,15.777,12.267,0.84,17.205,13.974,1.286,0.777,0.881,0
1439,90,34.385,11.064,10.357,0.957,12.53,10.0,1.068,0.936,0.928,0
1440,155,46.87,17.405,11.339,0.887,18.028,12.075,1.535,0.651,0.928,0
1441,107,38.042,13.568,10.041,0.929,14.318,11.0,1.351,0.74,0.915,0
1442,146,46.042,17.902,10.384,0.865,18.385,10.889,1.724,0.58,0.93,0
1443,112,38.87,13.667,10.434,0.932,14.422,10.607,1.31,0.763,0.918,0
1444,108,38.385,14.583,9.429,0.921,14.866,9.0,1.547,0.647,0.943,0
1445,146,45.698,16.397,11.337,0.879,17.205,11.628,1.446,0.691,0.924,0
1446,133,43.113,16.1,10.518,0.899,16.401,11.094,1.531,0.653,0.911,0
1447,118,40.042,15.284,9.83,0.925,15.811,10.0,1.555,0.643,0.929,0
1448,91,35.456,13.496,8.585,0.91,14.318,9.192,1.572,0.636,0.915,0
1449,116,42.627,16.211,9.111,0.802,16.492,10.0,1.779,0.562,0.885,0
1450,100,37.213,13.619,9.349,0.907,14.318,10.0,1.457,0.687,0.917,0
1451,129,44.284,17.461,9.407,0.827,18.358,10.4,1.856,0.539,0.912,0
1452,116,40.284,14.735,10.023,0.898,15.652,10.607,1.47,0.68,0.91,0
1453,98,36.87,12.638,9.873,0.906,13.342,10.607,1.28,0.781,0.895,0
1454,111,39.213,14.608,9.675,0.907,15.232,10.0,1.51,0.662,0.929,0
1455,121,42.042,15.918,9.679,0.86,16.553,10.399,1.645,0.608,0.913,0
1456,94,34.87,12.677,9.441,0.971,13.416,9.899,1.343,0.745,0.913,0
1457,91,34.042,11.252,10.298,0.987,12.083,10.607,1.093,0.915,0.924,0
1458,98,36.627,12.928,9.652,0.918,13.601,10.286,1.339,0.747,0.912,0
1459,124,42.042,16.297,9.688,0.882,16.763,10.0,1.682,0.594,0.919,0
1460,102,36.627,13.318,9.752,0.955,13.928,10.0,1.366,0.732,0.932,0
1461,112,39.456,14.409,9.897,0.904,15.264,10.607,1.456,0.687,0.914,0
1462,88,34.042,12.072,9.281,0.954,12.649,9.899,1.301,0.769,0.917,0
1464,125,42.042,16.292,9.769,0.889,16.763,10.0,1.668,0.6,0.936,0
1465,87,34.042,12.224,9.062,0.943,13.0,9.803,1.349,0.741,0.911,0
1466,122,41.456,15.944,9.743,0.892,16.553,10.357,1.636,0.611,0.91,0
1467,73,30.627,9.766,9.518,0.978,10.77,9.839,1.026,0.975,0.907,0
1468,84,32.971,11.786,9.075,0.971,12.53,9.0,1.299,0.77,0.944,0
1469,116,40.042,15.202,9.715,0.909,15.524,10.0,1.565,0.639,0.924,0
1470,93,35.799,13.969,8.477,0.912,14.318,8.0,1.648,0.607,0.944,0
1471,72,30.385,10.15,9.032,0.98,10.817,9.0,1.124,0.89,0.923,0
1472,132,43.113,16.893,9.949,0.892,17.493,10.607,1.698,0.589,0.917,0
1473,121,41.113,15.736,9.79,0.9,16.125,10.4,1.607,0.622,0.903,0
1474,134,43.698,16.502,10.339,0.882,17.088,11.18,1.596,0.627,0.905,0
1475,129,42.284,15.816,10.385,0.907,16.155,11.068,1.523,0.657,0.915,0
1476,126,42.042,15.603,10.282,0.896,16.155,10.752,1.518,0.659,0.923,0
1477,69,29.799,9.557,9.192,0.976,10.44,9.0,1.04,0.962,0.914,0
1478,120,40.042,14.928,10.235,0.941,15.652,11.0,1.459,0.686,0.93,0
1479,117,39.456,15.226,9.784,0.944,15.811,10.0,1.556,0.643,0.936,0
1480,104,37.456,14.109,9.386,0.932,14.765,9.839,1.503,0.665,0.916,0
1481,95,35.213,13.089,9.241,0.963,13.892,9.899,1.416,0.706,0.941,0
1482,98,36.042,13.466,9.266,0.948,13.928,9.839,1.453,0.688,0.92,0
1483,114,39.456,14.524,9.994,0.92,15.264,10.607,1.453,0.688,0.919,0
1484,125,41.456,15.186,10.48,0.914,15.811,11.068,1.449,0.69,0.919,0
1485,100,36.385,13.518,9.419,0.949,13.928,9.0,1.435,0.697,0.948,0
1486,142,45.113,16.301,11.091,0.877,17.029,11.649,1.47,0.68,0.899,0
1487,101,37.213,13.658,9.416,0.917,13.928,9.803,1.451,0.689,0.922,0
1488,127,42.627,16.743,9.658,0.878,17.088,10.0,1.734,0.577,0.927,0
1489,91,33.799,11.459,10.111,1.0,12.207,10.0,1.133,0.882,0.943,0
1490,78,31.213,10.395,9.554,1.0,11.18,9.899,1.088,0.919,0.929,0
1491,122,40.627,14.216,10.927,0.929,15.232,11.0,1.301,0.769,0.928,0
1492,132,44.042,16.478,10.199,0.855,17.464,10.914,1.616,0.619,0.92,0
1493,120,40.627,15.277,10.001,0.914,15.811,10.0,1.528,0.655,0.934,0
1494,119,41.698,16.177,9.366,0.86,16.643,10.6,1.727,0.579,0.888,0
1495,134,42.527,16.525,10.325,0.931,17.0,10.607,1.601,0.625,0.927,0
1496,97,36.627,13.387,9.226,0.909,14.213,9.899,1.451,0.689,0.919,0
1497,104,37.213,14.497,9.134,0.944,14.866,9.0,1.587,0.63,0.937,0
1498,106,39.456,15.619,8.641,0.856,16.125,9.391,1.807,0.553,0.914,0
1499,61,27.799,9.698,8.009,0.992,10.296,8.485,1.211,0.826,0.91,0
1500,94,36.627,13.944,8.583,0.88,14.318,9.0,1.625,0.616,0.908,0
1501,108,38.284,14.686,9.363,0.926,15.524,10.0,1.568,0.638,0.923,0
1502,114,39.799,15.423,9.411,0.904,15.524,9.0,1.639,0.61,0.946,0
1503,85,33.456,12.431,8.706,0.954,13.038,9.192,1.428,0.7,0.909,0
1504,63,28.142,9.359,8.571,1.0,10.296,8.0,1.092,0.916,0.947,0
1505,120,41.456,16.349,9.345,0.877,16.763,9.864,1.749,0.572,0.909,0
1506,96,36.627,14.062,8.692,0.899,14.765,9.6,1.618,0.618,0.919,0
1507,86,33.799,12.521,8.746,0.946,13.0,9.0,1.432,0.698,0.92,0
1508,98,36.042,13.656,9.137,0.948,14.422,9.899,1.494,0.669,0.92,0
1509,82,33.213,12.203,8.556,0.934,13.038,9.192,1.426,0.701,0.921,0
1510,101,37.456,14.69,8.754,0.905,15.264,9.391,1.678,0.596,0.918,0
1511,90,34.87,13.237,8.657,0.93,13.892,9.192,1.529,0.654,0.9,0
1513,104,38.042,14.089,9.399,0.903,14.866,10.0,1.499,0.667,0.916,0
1514,133,43.456,16.905,10.017,0.885,17.804,10.607,1.688,0.593,0.937,0
1515,104,37.456,13.768,9.618,0.932,14.56,10.0,1.432,0.699,0.912,0
1516,108,39.113,14.733,9.333,0.887,15.264,9.899,1.579,0.633,0.893,0
1517,123,41.213,15.632,10.019,0.91,16.155,10.0,1.56,0.641,0.943,0
1518,123,42.87,16.545,9.466,0.841,17.088,10.286,1.748,0.572,0.908,0
1519,50,25.799,10.427,6.106,0.944,10.817,6.364,1.708,0.586,0.909,0
1520,100,37.456,14.535,8.76,0.896,15.0,9.43,1.659,0.603,0.909,0
1521,115,39.456,14.805,9.89,0.928,15.264,10.733,1.497,0.668,0.92,0
1522,114,39.456,15.183,9.56,0.92,15.524,10.0,1.588,0.63,0.919,0
1523,113,40.284,15.011,9.585,0.875,15.811,10.672,1.566,0.639,0.9,0
1524,108,38.042,14.233,9.661,0.938,14.866,10.0,1.473,0.679,0.923,0
1525,109,39.456,14.79,9.384,0.88,15.264,10.286,1.576,0.634,0.908,0
1526,115,40.284,15.642,9.361,0.891,16.401,9.899,1.671,0.598,0.916,0
1528,123,40.87,15.271,10.255,0.925,15.811,10.85,1.489,0.672,0.911,0
1529,108,38.284,13.708,10.031,0.926,14.318,10.607,1.367,0.732,0.904,0
1531,93,35.213,12.128,9.763,0.943,12.649,10.0,1.242,0.805,0.916,0
1532,135,43.799,16.679,10.305,0.884,16.763,10.0,1.619,0.618,0.941,0
1534,126,42.284,15.333,10.463,0.886,16.125,10.85,1.465,0.682,0.9,0
1535,121,40.87,15.905,9.686,0.91,16.492,10.0,1.642,0.609,0.924,0
1536,96,35.213,12.329,9.914,0.973,13.038,10.607,1.244,0.804,0.932,0
1537,112,39.456,14.431,9.882,0.904,15.264,10.607,1.46,0.685,0.914,0
1538,102,37.456,14.08,9.224,0.914,14.866,9.899,1.526,0.655,0.911,0
1539,147,45.456,15.131,12.369,0.894,16.401,13.0,1.223,0.817,0.919,0
1540,148,44.284,16.252,11.595,0.948,17.088,12.0,1.402,0.713,0.943,0
1541,132,42.284,15.916,10.559,0.928,16.401,11.314,1.507,0.663,0.923,0
1542,128,43.113,16.658,9.784,0.865,17.088,10.607,1.703,0.587,0.918,0
1543,137,43.456,16.519,10.56,0.912,17.088,11.0,1.564,0.639,0.923,0
1544,92,34.87,12.593,9.302,0.951,13.038,9.899,1.354,0.739,0.902,0
1545,92,34.627,13.262,8.833,0.964,13.892,9.391,1.501,0.666,0.929,0
1546,85,33.799,12.297,8.801,0.935,13.0,9.0,1.397,0.716,0.919,0
1547,135,44.284,16.989,10.117,0.865,17.804,10.733,1.679,0.596,0.918,0
1548,140,45.355,17.458,10.21,0.855,18.385,11.094,1.71,0.585,0.9,0
1549,123,42.042,15.582,10.051,0.874,15.811,10.0,1.55,0.645,0.928,0
1550,143,45.113,16.87,10.793,0.883,17.72,11.628,1.563,0.64,0.911,0
1551,114,39.456,14.966,9.699,0.92,15.652,10.522,1.543,0.648,0.916,0
1552,113,39.456,14.621,9.84,0.912,15.264,10.539,1.486,0.673,0.919,0
1553,120,45.456,18.672,8.183,0.73,18.974,8.854,2.282,0.438,0.906,0
1554,144,45.698,17.004,10.783,0.867,18.028,11.6,1.577,0.634,0.903,0
1555,111,39.698,14.033,10.071,0.885,14.56,10.607,1.393,0.718,0.899,0
1556,111,38.627,14.908,9.48,0.935,15.652,10.0,1.573,0.636,0.937,0
1558,144,45.941,15.953,11.493,0.857,17.493,12.021,1.388,0.72,0.897,0
1559,138,43.456,15.831,11.099,0.918,16.492,11.0,1.426,0.701,0.923,0
1560,173,51.698,18.241,12.076,0.813,20.248,13.0,1.511,0.662,0.896,0
1561,135,44.042,16.518,10.406,0.875,17.088,10.915,1.587,0.63,0.915,0
1562,129,42.042,15.684,10.473,0.917,16.155,10.983,1.498,0.668,0.931,0
1563,96,36.042,12.792,9.555,0.929,13.601,10.0,1.339,0.747,0.914,0
1564,123,40.87,15.284,10.246,0.925,16.155,11.0,1.492,0.67,0.921,0
1565,126,41.698,15.525,10.334,0.911,16.125,10.607,1.502,0.666,0.92,0
1566,114,40.627,13.236,10.966,0.868,14.318,12.0,1.207,0.829,0.884,0
1567,119,40.042,15.05,10.068,0.933,15.811,10.607,1.495,0.669,0.941,0
1568,100,35.799,13.544,9.401,0.981,13.928,9.0,1.441,0.694,0.948,0
1569,95,35.213,13.088,9.242,0.963,13.892,9.899,1.416,0.706,0.941,0
1570,140,46.527,17.611,10.122,0.813,19.235,11.18,1.74,0.575,0.895,0
1571,141,44.527,17.295,10.381,0.894,17.804,10.607,1.666,0.6,0.922,0
1572,125,41.556,16.175,9.839,0.91,16.155,9.0,1.644,0.608,0.973,0
1573,142,44.284,16.967,10.656,0.91,17.493,11.314,1.592,0.628,0.934,0
1574,83,33.799,12.524,8.438,0.913,13.601,9.192,1.484,0.674,0.927,0
1575,123,41.698,15.654,10.005,0.889,16.125,10.607,1.565,0.639,0.914,0
1576,146,46.284,16.914,10.99,0.856,17.464,11.384,1.539,0.65,0.904,0
1577,130,42.042,15.509,10.673,0.924,16.155,11.0,1.453,0.688,0.932,0
1578,144,45.941,17.284,10.608,0.857,18.028,11.18,1.629,0.614,0.911,0
1579,101,38.042,13.857,9.28,0.877,14.866,10.0,1.493,0.67,0.894,0
1580,116,40.87,13.754,10.738,0.873,15.264,11.628,1.281,0.781,0.889,0
1581,116,38.87,13.754,10.738,0.965,14.422,11.314,1.281,0.781,0.921,0
1582,145,44.042,15.36,12.019,0.939,16.155,12.0,1.278,0.782,0.927,0
1583,108,38.042,13.035,10.55,0.938,13.601,10.983,1.236,0.809,0.904,0
1584,135,43.456,16.459,10.443,0.898,17.088,11.0,1.576,0.635,0.915,0
1585,117,40.042,14.51,10.266,0.917,15.264,11.0,1.413,0.708,0.925,0
1586,127,42.284,16.021,10.093,0.893,17.0,11.088,1.587,0.63,0.907,0
1587,134,43.698,17.02,10.024,0.882,17.493,10.607,1.698,0.589,0.924,0
1588,140,45.456,16.209,10.997,0.851,16.643,11.555,1.474,0.678,0.909,0
1589,149,47.698,17.675,10.733,0.823,19.313,11.7,1.647,0.607,0.909,0
1590,161,48.284,17.739,11.556,0.868,18.385,12.522,1.535,0.651,0.917,0
1591,103,37.799,14.085,9.311,0.906,14.765,10.0,1.513,0.661,0.928,0
1592,255,78.669,26.296,12.347,0.518,30.0,15.875,2.13,0.47,0.754,1
1593,101,43.456,17.634,7.292,0.672,18.439,8.731,2.418,0.414,0.849,0
1594,126,42.042,16.284,9.852,0.896,16.492,10.0,1.653,0.605,0.926,0
1595,142,53.698,19.123,9.454,0.619,20.881,11.0,2.023,0.494,0.835,1
1596,137,50.284,18.248,9.559,0.681,20.248,11.147,1.909,0.524,0.848,1
1597,142,56.527,21.208,8.525,0.558,24.166,10.584,2.488,0.402,0.807,1
1598,185,66.669,24.64,9.56,0.523,27.785,12.257,2.577,0.388,0.758,1
1599,195,68.912,27.353,9.077,0.516,29.206,10.607,3.013,0.332,0.825,1
1600,129,49.698,18.414,8.92,0.656,19.647,10.0,2.064,0.484,0.83,1
1601,174,60.184,23.001,9.632,0.604,25.0,10.633,2.388,0.419,0.833,1
1602,123,51.113,18.764,8.346,0.592,21.633,10.09,2.248,0.445,0.804,1
1603,190,66.083,25.995,9.306,0.547,27.203,12.019,2.793,0.358,0.765,1
1604,361,106.125,33.137,13.871,0.403,41.593,18.0,2.389,0.419,0.69,1
1605,126,47.456,18.066,8.88,0.703,19.313,10.0,2.034,0.492,0.872,1
1606,189,74.527,28.89,8.33,0.428,32.016,11.375,3.468,0.288,0.767,1
1607,192,66.083,24.222,10.093,0.552,27.514,12.769,2.4,0.417,0.789,1
1608,216,74.326,22.414,12.27,0.491,26.077,15.709,1.827,0.547,0.718,1
1609,93,44.87,14.385,8.231,0.58,17.72,9.931,1.748,0.572,0.778,0
1610,226,87.255,32.01,8.989,0.373,35.847,12.499,3.561,0.281,0.623,1
1611,217,97.154,34.98,7.899,0.289,41.437,11.837,4.429,0.226,0.582,1
1612,173,60.527,24.702,8.917,0.593,25.318,10.59,2.77,0.361,0.838,1
1613,200,77.74,27.138,9.384,0.416,31.78,13.282,2.892,0.346,0.67,1
1614,84,32.385,10.757,9.943,1.0,11.662,10.0,1.082,0.924,0.944,0
1615,175,66.912,20.32,10.965,0.491,24.187,14.849,1.853,0.54,0.706,1
1616,150,50.77,17.719,10.779,0.731,19.925,12.249,1.644,0.608,0.85,0
1617,178,73.598,28.865,7.852,0.413,31.048,10.469,3.676,0.272,0.721,1
1618,213,82.569,24.679,10.989,0.393,30.083,15.7,2.246,0.445,0.623,1
1619,195,70.669,26.633,9.322,0.491,29.411,12.494,2.857,0.35,0.722,1
1620,67,29.556,11.417,7.472,0.964,11.705,7.0,1.528,0.654,0.95,0
1621,216,75.497,22.11,12.439,0.476,27.514,15.88,1.778,0.563,0.698,1
1622,127,42.527,15.876,10.185,0.882,17.088,11.088,1.559,0.642,0.904,0
1623,234,82.326,30.312,9.829,0.434,31.575,12.216,3.084,0.324,0.695,1
1624,200,66.184,23.401,10.882,0.574,24.839,12.903,2.15,0.465,0.787,1
1625,265,88.426,32.889,10.259,0.426,36.346,12.467,3.206,0.312,0.751,1
1626,211,71.497,26.213,10.249,0.519,28.636,13.184,2.558,0.391,0.756,1
1627,159,47.213,18.19,11.13,0.896,18.788,11.0,1.634,0.612,0.955,0
1628,131,44.284,17.854,9.342,0.839,18.358,10.262,1.911,0.523,0.926,0
1629,136,43.698,16.71,10.363,0.895,17.205,11.314,1.612,0.62,0.916,0
1630,111,42.87,15.229,9.28,0.759,16.643,10.607,1.641,0.609,0.857,0
1631,132,43.456,14.995,11.209,0.878,15.811,11.884,1.338,0.748,0.901,0
1632,147,46.284,17.488,10.703,0.862,18.028,11.628,1.634,0.612,0.916,0
1633,129,42.527,15.872,10.348,0.896,16.763,11.18,1.534,0.652,0.908,0
1635,88,34.627,12.653,8.855,0.922,13.416,9.707,1.429,0.7,0.912,0
1636,106,38.042,14.526,9.291,0.92,15.232,10.0,1.563,0.64,0.918,0
1637,131,44.527,16.467,10.129,0.83,17.493,11.094,1.626,0.615,0.882,0
1638,132,43.456,16.443,10.221,0.878,16.763,10.786,1.609,0.622,0.92,0
1639,105,38.87,14.724,9.08,0.873,15.264,9.899,1.622,0.617,0.901,0
1640,88,34.042,12.341,9.079,0.954,13.038,9.899,1.359,0.736,0.907,0
1641,113,39.799,15.026,9.575,0.896,15.297,9.0,1.569,0.637,0.942,0
1642,121,41.456,15.943,9.663,0.885,16.553,10.286,1.65,0.606,0.927,0
1643,111,40.87,15.252,9.266,0.835,16.155,10.0,1.646,0.608,0.914,0
1644,74,31.213,10.902,8.643,0.954,12.083,9.0,1.261,0.793,0.908,0
1645,133,43.698,16.179,10.467,0.875,16.643,11.314,1.546,0.647,0.908,0
1646,100,37.456,13.798,9.227,0.896,14.422,9.899,1.495,0.669,0.913,0
1647,99,36.042,14.252,8.844,0.958,15.0,9.192,1.612,0.621,0.938,0
1648,99,36.87,13.983,9.015,0.915,14.765,9.839,1.551,0.645,0.904,0
1649,123,42.284,16.595,9.437,0.864,17.0,10.2,1.758,0.569,0.918,0
1650,105,38.042,14.685,9.104,0.912,15.264,9.944,1.613,0.62,0.921,0
1651,104,36.627,13.98,9.472,0.974,14.765,10.0,1.476,0.678,0.941,0
1653,124,42.87,16.638,9.489,0.848,17.0,9.839,1.753,0.57,0.915,0
1654,121,41.456,15.602,9.875,0.885,16.155,10.733,1.58,0.633,0.92,0
1655,124,42.527,16.08,9.818,0.862,17.0,10.607,1.638,0.611,0.892,0
1656,86,33.799,12.076,9.068,0.946,13.038,9.899,1.332,0.751,0.925,0
1657,120,42.87,15.839,9.646,0.821,16.492,10.0,1.642,0.609,0.916,0
1658,121,41.456,15.553,9.906,0.885,16.155,10.956,1.57,0.637,0.92,0
1659,126,42.042,15.326,10.468,0.896,15.811,11.0,1.464,0.683,0.923,0
1660,96,35.456,13.224,9.243,0.96,13.892,9.839,1.431,0.699,0.919,0
1661,122,42.042,16.64,9.335,0.867,17.088,10.0,1.783,0.561,0.917,0
1662,133,44.284,17.278,9.801,0.852,18.028,10.429,1.763,0.567,0.917,0
1663,104,38.042,14.095,9.395,0.903,14.866,10.0,1.5,0.667,0.916,0
1664,91,34.385,12.694,9.128,0.967,13.0,9.0,1.391,0.719,0.933,0
1665,132,42.87,15.868,10.592,0.903,16.553,11.157,1.498,0.667,0.913,0
1666,125,42.284,16.156,9.851,0.879,16.643,10.286,1.64,0.61,0.912,0
1667,89,34.385,13.508,8.389,0.946,13.928,8.0,1.61,0.621,0.947,0
1668,123,43.698,14.727,10.634,0.809,16.155,11.384,1.385,0.722,0.872,0
1669,122,42.284,15.319,10.14,0.857,16.125,11.314,1.511,0.662,0.91,0
1670,123,40.87,15.386,10.179,0.925,16.125,10.607,1.512,0.662,0.932,0
1671,115,40.042,15.348,9.54,0.901,16.155,10.0,1.609,0.622,0.931,0
1673,129,42.87,16.254,10.105,0.882,17.0,10.733,1.608,0.622,0.921,0
1675,100,37.456,13.162,9.674,0.896,14.318,10.0,1.361,0.735,0.905,0
1676,157,47.698,17.839,11.206,0.867,18.601,12.4,1.592,0.628,0.913,0
1677,111,40.627,14.661,9.64,0.845,15.652,10.0,1.521,0.658,0.917,0
1678,182,53.698,19.309,12.001,0.793,20.591,13.14,1.609,0.622,0.901,0
1679,103,37.213,12.859,10.199,0.935,13.892,11.0,1.261,0.793,0.92,0
1680,132,42.627,16.17,10.394,0.913,16.763,10.0,1.556,0.643,0.946,0
1681,115,44.87,16.493,8.878,0.718,17.464,9.633,1.858,0.538,0.849,0
1682,118,40.284,15.234,9.863,0.914,16.125,10.0,1.545,0.647,0.918,0
1683,94,35.799,11.838,10.11,0.922,13.038,10.0,1.171,0.854,0.94,0
1684,131,43.456,15.343,10.871,0.872,16.643,12.256,1.411,0.709,0.897,0
1685,138,42.284,14.698,11.955,0.97,15.811,12.0,1.229,0.813,0.942,0
1686,117,41.113,15.559,9.574,0.87,16.553,10.607,1.625,0.615,0.893,0
1687,150,46.87,17.847,10.701,0.858,18.358,11.18,1.668,0.6,0.92,0
1688,153,47.456,18.497,10.532,0.854,19.723,12.0,1.756,0.569,0.919,0
1689,115,40.042,14.424,10.151,0.901,15.652,10.672,1.421,0.704,0.906,0
1690,91,35.213,13.282,8.724,0.922,13.928,9.0,1.522,0.657,0.924,0
1691,119,40.627,15.516,9.765,0.906,16.155,10.0,1.589,0.629,0.937,0
1692,105,40.284,14.709,9.089,0.813,15.133,9.87,1.618,0.618,0.875,0
1693,121,40.042,14.263,10.802,0.948,15.232,11.0,1.32,0.757,0.938,0
1694,99,36.042,13.153,9.584,0.958,13.601,10.0,1.372,0.729,0.921,0
1695,84,34.042,12.901,8.29,0.911,13.601,8.485,1.556,0.643,0.913,0
1696,95,35.213,13.269,9.116,0.963,13.601,9.0,1.456,0.687,0.931,0
1697,102,38.042,13.886,9.353,0.886,14.765,10.118,1.485,0.674,0.907,0
1698,99,36.627,13.572,9.287,0.927,14.422,9.899,1.461,0.684,0.925,0
1699,95,34.627,12.36,9.786,0.996,13.038,10.0,1.263,0.792,0.931,0
1700,86,34.042,12.251,8.938,0.933,13.0,9.701,1.371,0.73,0.905,0
1701,102,38.042,14.365,9.041,0.886,15.0,9.899,1.589,0.629,0.911,0
1702,121,42.627,16.488,9.344,0.837,17.0,10.119,1.765,0.567,0.917,0
1703,103,38.042,14.56,9.007,0.894,15.232,9.803,1.616,0.619,0.907,0
1704,105,38.87,14.543,9.193,0.873,15.62,9.899,1.582,0.632,0.901,0
1705,117,40.042,14.166,10.516,0.917,14.866,11.0,1.347,0.742,0.918,0
1706,112,38.042,14.124,10.097,0.973,14.866,10.0,1.399,0.715,0.937,0
1707,117,40.87,16.081,9.264,0.88,16.643,10.286,1.736,0.576,0.918,0
1708,103,37.213,13.296,9.863,0.935,14.422,10.607,1.348,0.742,0.928,0
1709,103,37.213,14.289,9.178,0.935,14.866,9.0,1.557,0.642,0.945,0
1710,102,36.042,12.655,10.263,0.987,13.416,10.607,1.233,0.811,0.936,0
1711,102,36.627,12.935,10.04,0.955,13.601,10.0,1.288,0.776,0.919,0
1713,109,38.87,14.534,9.549,0.907,15.232,10.262,1.522,0.657,0.916,0
1714,60,27.556,9.053,8.438,0.993,10.0,8.0,1.073,0.932,0.93,0
1715,126,42.042,15.097,10.626,0.896,16.125,11.628,1.421,0.704,0.916,0
1716,127,42.87,16.438,9.837,0.868,17.088,10.733,1.671,0.598,0.92,0
1717,95,35.456,12.675,9.543,0.95,13.601,10.0,1.328,0.753,0.905,0
1718,116,40.042,15.917,9.279,0.909,16.643,9.985,1.715,0.583,0.932,0
1719,125,43.456,17.009,9.357,0.832,17.464,10.119,1.818,0.55,0.912,0
1720,113,39.456,15.864,9.069,0.912,16.643,9.899,1.749,0.572,0.934,0
1721,115,39.456,14.899,9.828,0.928,15.652,10.607,1.516,0.66,0.931,0
1723,116,39.799,14.376,10.274,0.92,14.866,10.0,1.399,0.715,0.947,0
1724,111,40.042,14.373,9.833,0.87,15.264,10.8,1.462,0.684,0.917,0
1725,100,36.627,13.273,9.593,0.937,13.601,10.0,1.384,0.723,0.917,0
1726,99,35.799,12.653,9.962,0.971,13.601,10.733,1.27,0.787,0.934,0
1727,141,45.113,17.41,10.312,0.871,17.493,11.068,1.688,0.592,0.91,0
1728,179,50.527,17.127,13.307,0.881,18.358,14.142,1.287,0.777,0.918,0
1729,114,38.042,13.156,11.033,0.99,13.892,11.314,1.192,0.839,0.942,0
1730,143,47.113,18.5,9.842,0.81,18.682,10.733,1.88,0.532,0.894,0
1731,140,44.87,16.251,10.969,0.874,16.763,11.597,1.482,0.675,0.915,0
1732,142,44.284,16.808,10.756,0.91,17.205,11.314,1.563,0.64,0.928,0
1733,81,31.799,10.735,9.607,1.0,11.662,9.899,1.117,0.895,0.936,0
1734,138,44.627,17.726,9.912,0.871,17.72,10.0,1.788,0.559,0.926,0
1735,113,38.87,13.16,10.933,0.94,14.318,11.628,1.204,0.831,0.911,0
1736,97,35.799,13.787,8.958,0.951,13.601,9.0,1.539,0.65,0.942,0
1737,133,42.87,15.928,10.632,0.909,16.553,11.18,1.498,0.668,0.927,0
1738,120,40.042,14.501,10.537,0.941,15.264,11.18,1.376,0.727,0.923,0
1739,110,38.627,13.96,10.033,0.926,14.56,10.0,1.391,0.719,0.928,0
1740,136,43.456,16.263,10.647,0.905,16.763,11.0,1.527,0.655,0.932,0
1741,131,42.284,16.092,10.365,0.921,16.553,11.068,1.553,0.644,0.923,0
1742,130,42.042,16.199,10.218,0.924,16.763,10.0,1.585,0.631,0.939,0
1743,96,35.799,13.029,9.381,0.941,13.601,9.0,1.389,0.72,0.937,0
1744,121,40.87,14.429,10.677,0.91,15.297,11.0,1.351,0.74,0.917,0
1745,143,44.284,16.522,11.02,0.916,17.464,11.0,1.499,0.667,0.929,0
1746,149,46.284,17.474,10.857,0.874,18.358,11.628,1.609,0.621,0.92,0
1747,142,44.527,15.436,11.713,0.9,16.763,12.728,1.318,0.759,0.919,0
1748,115,39.456,13.595,10.771,0.928,14.56,11.0,1.262,0.792,0.916,0
1749,131,42.87,16.194,10.3,0.896,16.643,10.976,1.572,0.636,0.923,0
1750,135,43.456,16.439,10.456,0.898,17.088,11.0,1.572,0.636,0.931,0
1751,116,40.627,15.208,9.712,0.883,15.811,10.286,1.566,0.639,0.924,0
1752,129,42.042,14.284,11.498,0.917,14.866,12.0,1.242,0.805,0.921,0
1753,120,40.627,15.175,10.069,0.914,15.811,11.0,1.507,0.664,0.934,0
1754,139,44.284,16.294,10.862,0.891,16.643,11.4,1.5,0.667,0.914,0
1755,123,42.042,16.096,9.73,0.874,16.763,10.0,1.654,0.605,0.925,0
1756,114,40.87,14.37,10.101,0.858,15.232,10.733,1.423,0.703,0.891,0
1757,135,43.113,16.71,10.286,0.913,17.464,11.18,1.625,0.616,0.925,0
1758,100,36.385,13.376,9.519,0.949,13.928,9.0,1.405,0.712,0.948,0
1760,113,41.113,14.588,9.863,0.84,16.155,10.8,1.479,0.676,0.869,0
1761,143,45.698,17.6,10.345,0.86,18.385,11.18,1.701,0.588,0.92,0
1762,146,46.527,17.941,10.361,0.848,18.358,11.0,1.732,0.578,0.91,0
1763,109,37.799,13.505,10.276,0.959,13.928,10.0,1.314,0.761,0.944,0
1764,116,40.284,14.621,10.102,0.898,15.264,10.607,1.447,0.691,0.91,0
1765,122,41.698,15.678,9.908,0.882,16.553,10.607,1.582,0.632,0.917,0
1766,96,34.627,12.295,9.942,1.0,13.0,10.0,1.237,0.809,0.932,0
1767,146,55.941,18.761,9.909,0.586,22.361,11.961,1.893,0.528,0.789,1
1768,148,46.042,17.427,10.813,0.877,17.889,11.628,1.612,0.62,0.931,0
1769,142,45.113,16.867,10.719,0.877,17.72,11.628,1.573,0.636,0.91,0
1770,140,44.284,16.061,11.099,0.897,16.643,11.8,1.447,0.691,0.915,0
